datetime,c01,c02,c03,c04,c05,c06,c07,c08,c09,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22
,,,,,,,,,,,,,,,,,,,,,,
01-09-2016T20:00:00-0800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,,,,,,,,,,,,,,,,,,,,,,
02-09-2016T20:00:00-0800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,,,,,,,,,,,,,,,,,,,,,,
03-09-2016T20:00:00-0800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,,,,,,,,,,,,,,,,,,,,,,
04-09-2016T20:00:00-0800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,,,,,,,,,,,,,,,,,,,,,,
05-09-2016T20:00:00-0800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,,,,,,,,,,,,,,,,,,,,,,
06-09-2016T20:00:00-0800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,,,,,,,,,,,,,,,,,,,,,,
07-09-2016T20:00:00-0800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,,,,,,,,,,,,,,,,,,,,,,
08-09-2016T20:00:00-0800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,,,,,,,,,,,,,,,,,,,,,,
09-09-2016T20:00:00-0800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,,,,,,,,,,,,,,,,,,,,,,
10-09-2016T20:00:00-0800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,,,,,,,,,,,,,,,,,,,,,,
11-09-2016T20:00:00-0800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,,,,,,,,,,,,,,,,,,,,,,
12-09-2016T20:00:00-0800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,,,,,,,,,,,,,,,,,,,,,,
13-09-2016T20:00:00-0800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,,,,,,,,,,,,,,,,,,,,,,
14-09-2016T20:00:00-0800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,,,,,,,,,,,,,,,,,,,,,,
15-09-2016T20:00:00-0800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,,,,,,,,,,,,,,,,,,,,,,
16-09-2016T20:00:00-0800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,,,,,,,,,,,,,,,,,,,,,,
17-09-2016T20:00:00-0800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,,,,,,,,,,,,,,,,,,,,,,
18-09-2016T20:00:00-0800,-9999,2,3,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,,,,,,,,,,,,,,,,,,,,,,
19-09-2016T20:00:00-0800,-9999,0,0,0,0,0,0,0,0,-9999,0,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999
,,,,,,,,,,,,,,,,,,,,,,
20-09-2016T20:00:00-0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,0,0
,,,,,,,,,,,,,,,,,,,,,,
21-09-2016T20:00:00-0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,0,0
,,,,,,,,,,,,,,,,,,,,,,
22-09-2016T20:00:00-0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,0,0
,,,,,,,,,,,,,,,,,,,,,,
23-09-2016T20:00:00-0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,0,0
,,,,,,,,,,,,,,,,,,,,,,
24-09-2016T20:00:00-0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,0,0
,,,,,,,,,,,,,,,,,,,,,,
25-09-2016T20:00:00-0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,0,0
,,,,,,,,,,,,,,,,,,,,,,
26-09-2016T20:00:00-0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,0,0
,,,,,,,,,,,,,,,,,,,,,,
27-09-2016T20:00:00-0800,7,6,9,7,8,8,7,7,7,5,3,5,11,13,15,14,19,27,25,-9999,25,-9999
,,,,,,,,,,,,,,,,,,,,,,
28-09-2016T20:00:00-0800,-9999,3,6,6,5,1,4,5,0,0,1,3,8,9,12,9,6,22,13,-9999,19,19
,,,,,,,,,,,,,,,,,,,,,,
29-09-2016T20:00:00-0800,4,0,3,5,4,0,4,3,0,0,0,0,7,8,11,7,6,21,7,-9999,14,17
,,,,,,,,,,,,,,,,,,,,,,
30-09-2016T20:00:00-0800,3,0,0,4,2,0,2,0,0,0,1,0,7,7,8,5,0,19,7,-9999,13,17
,,,,,,,,,,,,,,,,,,,,,,
01-10-2016T20:00:00-0800,3,0,0,2,1,0,0,0,0,0,1,0,5,6,5,2,0,17,3,-9999,13,16
,,,,,,,,,,,,,,,,,,,,,,
02-10-2016T20:00:00-0800,2,0,0,0,0,0,0,0,0,0,1,0,5,5,0,0,0,-9999,2,-9999,11,15
,,,,,,,,,,,,,,,,,,,,,,
03-10-2016T20:00:00-0800,3,2,4,4,4,4,2,3,0,0,1,1,7,6,3,1,1,-9999,1,-9999,11,13
,,,,,,,,,,,,,,,,,,,,,,
04-10-2016T20:00:00-0800,4,1,3,4,3,0,2,2,0,0,1,0,8,6,2,1,0,12,0,-9999,11,13
,,,,,,,,,,,,,,,,,,,,,,
05-10-2016T20:00:00-0800,-9999,-9999,2,3,3,0,2,0,0,0,1,0,8,6,2,1,0,12,0,-9999,11,12
,,,,,,,,,,,,,,,,,,,,,,
06-10-2016T20:00:00-0800,4,0,1,2,3,0,2,0,0,0,1,0,8,6,2,1,0,11,0,-9999,10,12
,,,,,,,,,,,,,,,,,,,,,,
07-10-2016T20:00:00-0800,4,0,0,2,2,0,1,0,0,0,1,0,8,6,0,0,0,11,0,-9999,10,12
,,,,,,,,,,,,,,,,,,,,,,
08-10-2016T20:00:00-0800,4,0,0,2,1,0,1,0,0,0,0,0,7,5,0,0,0,0,0,-9999,9,12
,,,,,,,,,,,,,,,,,,,,,,
09-10-2016T20:00:00-0800,4,0,0,1,1,0,0,0,0,0,0,0,6,5,0,0,0,11,0,-9999,9,12
,,,,,,,,,,,,,,,,,,,,,,
10-10-2016T20:00:00-0800,3,0,0,0,1,0,0,0,0,0,0,0,6,5,0,0,0,-9999,0,-9999,9,12
,,,,,,,,,,,,,,,,,,,,,,
11-10-2016T20:00:00-0800,2,0,0,0,1,0,0,0,0,0,0,0,6,5,0,0,0,10,0,-9999,9,12
,,,,,,,,,,,,,,,,,,,,,,
12-10-2016T20:00:00-0800,2,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,11,5,-9999,9,12
,,,,,,,,,,,,,,,,,,,,,,
13-10-2016T20:00:00-0800,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,0,-9999,9,12
,,,,,,,,,,,,,,,,,,,,,,
14-10-2016T20:00:00-0800,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,0,-9999,9,12
,,,,,,,,,,,,,,,,,,,,,,
15-10-2016T20:00:00-0800,-9999,3,-9999,3,-9999,2,1,2,-9999,0,-9999,2,-9999,-9999,2,3,2,11,0,-9999,9,12
,,,,,,,,,,,,,,,,,,,,,,
16-10-2016T20:00:00-0800,6,3,4,4,3,2,2,2,1,3,-9999,4,-9999,-9999,2,4,2,11,1,-9999,9,12
,,,,,,,,,,,,,,,,,,,,,,
17-10-2016T20:00:00-0800,-9999,-9999,4,4,-9999,-9999,-9999,3,-9999,3,-9999,4,-9999,-9999,2,2,-9999,13,4,-9999,10,12
,,,,,,,,,,,,,,,,,,,,,,
18-10-2016T20:00:00-0800,4,3,4,4,3,4,3,3,7,1,1,1,3,2,2,1,0,12,2,-9999,10,12
,,,,,,,,,,,,,,,,,,,,,,
19-10-2016T20:00:00-0800,4,2,4,4,3,4,2,2,6,1,0,0,3,2,1,1,0,12,2,-9999,10,12
,,,,,,,,,,,,,,,,,,,,,,
20-10-2016T20:00:00-0800,4,2,4,4,3,3,2,2,6,1,1,0,3,2,1,0,0,11,0,-9999,10,12
,,,,,,,,,,,,,,,,,,,,,,
21-10-2016T20:00:00-0800,4,2,3,4,3,2,2,2,4,1,0,0,0,2,0,0,0,11,0,-9999,10,12
,,,,,,,,,,,,,,,,,,,,,,
22-10-2016T20:00:00-0800,-9999,3,5,-9999,4,4,2,2,-9999,1,-9999,1,-9999,-9999,1,1,2,-9999,2,-9999,10,12
,,,,,,,,,,,,,,,,,,,,,,
23-10-2016T20:00:00-0800,5,3,7,4,5,3,3,2,4,3,1,1,4,3,1,1,0,11,2,-9999,10,12
,,,,,,,,,,,,,,,,,,,,,,
24-10-2016T20:00:00-0800,4,2,6,4,5,3,2,2,3,2,1,0,3,2,0,0,1,11,1,-9999,10,12
,,,,,,,,,,,,,,,,,,,,,,
25-10-2016T20:00:00-0800,4,2,6,4,5,3,2,2,3,1,0,0,3,2,0,0,0,11,1,-9999,10,12
,,,,,,,,,,,,,,,,,,,,,,
26-10-2016T20:00:00-0800,4,2,4,4,5,3,2,-9999,0,1,0,0,2,2,0,0,0,11,1,-9999,10,12
,,,,,,,,,,,,,,,,,,,,,,
27-10-2016T20:00:00-0800,4,1,4,4,4,2,1,0,0,0,0,0,1,2,0,0,0,12,1,-9999,10,12
,,,,,,,,,,,,,,,,,,,,,,
28-10-2016T20:00:00-0800,4,0,3,4,4,1,1,1,0,0,0,0,1,0,0,0,0,12,1,-9999,10,12
,,,,,,,,,,,,,,,,,,,,,,
29-10-2016T20:00:00-0800,4,0,3,3,4,0,1,1,0,0,0,0,0,0,0,0,0,-9999,1,-9999,11,12
,,,,,,,,,,,,,,,,,,,,,,
30-10-2016T20:00:00-0800,4,0,2,3,4,0,0,1,0,0,0,0,0,0,0,0,0,-9999,1,-9999,11,12
,,,,,,,,,,,,,,,,,,,,,,
31-10-2016T20:00:00-0800,4,0,1,3,4,0,0,1,0,0,0,0,0,0,0,0,0,11,1,-9999,11,12
,,,,,,,,,,,,,,,,,,,,,,
01-11-2016T20:00:00-0800,4,0,0,3,4,0,0,1,0,0,0,0,0,0,0,0,0,13,2,-9999,12,12
,,,,,,,,,,,,,,,,,,,,,,
02-11-2016T20:00:00-0800,4,0,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,14,1,-9999,12,12
,,,,,,,,,,,,,,,,,,,,,,
03-11-2016T20:00:00-0800,4,0,0,3,4,0,0,1,0,0,0,0,0,0,0,0,0,13,2,-9999,12,12
,,,,,,,,,,,,,,,,,,,,,,
04-11-2016T20:00:00-0800,4,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,14,1,-9999,12,12
,,,,,,,,,,,,,,,,,,,,,,
05-11-2016T20:00:00-0800,4,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,14,2,-9999,12,12
,,,,,,,,,,,,,,,,,,,,,,
06-11-2016T21:00:00-0900,4,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,14,1,-9999,12,12
,,,,,,,,,,,,,,,,,,,,,,
07-11-2016T21:00:00-0900,4,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,14,1,-9999,12,12
,,,,,,,,,,,,,,,,,,,,,,
08-11-2016T21:00:00-0900,4,0,0,3,4,0,0,-9999,0,0,0,0,0,0,0,0,0,14,1,-9999,12,12
,,,,,,,,,,,,,,,,,,,,,,
09-11-2016T21:00:00-0900,4,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,14,1,-9999,12,12
,,,,,,,,,,,,,,,,,,,,,,
10-11-2016T21:00:00-0900,4,0,0,3,3,0,0,-9999,0,0,0,0,0,0,0,0,0,14,1,-9999,13,12
,,,,,,,,,,,,,,,,,,,,,,
11-11-2016T21:00:00-0900,4,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,-9999,13,12
,,,,,,,,,,,,,,,,,,,,,,
12-11-2016T21:00:00-0900,4,0,-9999,2,3,0,0,-9999,0,0,0,0,0,0,0,0,0,0,1,-9999,13,12
,,,,,,,,,,,,,,,,,,,,,,
13-11-2016T21:00:00-0900,4,0,0,2,3,0,0,-9999,0,0,0,0,0,0,0,0,0,14,1,-9999,13,12
,,,,,,,,,,,,,,,,,,,,,,
14-11-2016T21:00:00-0900,4,0,0,2,2,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,1,-9999,13,12
,,,,,,,,,,,,,,,,,,,,,,
15-11-2016T21:00:00-0900,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,13,1,-9999,13,12
,,,,,,,,,,,,,,,,,,,,,,
16-11-2016T21:00:00-0900,4,0,-9999,2,2,0,0,0,0,0,0,0,0,0,0,0,0,13,1,-9999,13,12
,,,,,,,,,,,,,,,,,,,,,,
17-11-2016T21:00:00-0900,4,0,0,2,-9999,0,0,0,0,0,-9999,0,0,0,0,0,1,16,-9999,-9999,16,15
,,,,,,,,,,,,,,,,,,,,,,
18-11-2016T21:00:00-0900,4,0,-9999,2,2,0,0,0,0,0,1,0,0,0,0,0,1,-9999,-9999,-9999,19,17
,,,,,,,,,,,,,,,,,,,,,,
19-11-2016T21:00:00-0900,4,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,-9999,-9999,-9999,16,16
,,,,,,,,,,,,,,,,,,,,,,
20-11-2016T21:00:00-0900,4,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,-9999,-9999,-9999,16,15
,,,,,,,,,,,,,,,,,,,,,,
21-11-2016T21:00:00-0900,4,0,-9999,2,2,0,0,0,0,0,0,0,0,0,0,0,0,-9999,-9999,-9999,16,15
,,,,,,,,,,,,,,,,,,,,,,
22-11-2016T21:00:00-0900,4,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,-9999,-9999,16,15
,,,,,,,,,,,,,,,,,,,,,,
23-11-2016T21:00:00-0900,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,16,-9999,-9999,16,15
,,,,,,,,,,,,,,,,,,,,,,
24-11-2016T21:00:00-0900,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,16,8,-9999,16,15
,,,,,,,,,,,,,,,,,,,,,,
25-11-2016T21:00:00-0900,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,16,7,-9999,16,15
,,,,,,,,,,,,,,,,,,,,,,
26-11-2016T21:00:00-0900,4,0,-9999,2,2,0,0,0,0,0,0,0,0,2,1,0,0,16,6,-9999,16,15
,,,,,,,,,,,,,,,,,,,,,,
27-11-2016T21:00:00-0900,4,0,-9999,2,2,0,0,0,0,0,0,0,1,2,0,0,0,16,6,-9999,16,15
,,,,,,,,,,,,,,,,,,,,,,
28-11-2016T21:00:00-0900,4,2,-9999,4,3,2,2,2,0,0,1,2,2,2,2,2,1,16,4,-9999,17,15
,,,,,,,,,,,,,,,,,,,,,,
29-11-2016T21:00:00-0900,5,2,4,4,3,2,2,2,0,0,1,0,2,3,2,2,0,16,3,-9999,16,15
,,,,,,,,,,,,,,,,,,,,,,
30-11-2016T21:00:00-0900,4,2,2,3,4,3,3,3,2,2,6,0,2,2,1,1,0,18,3,-9999,17,16
,,,,,,,,,,,,,,,,,,,,,,
01-12-2016T21:00:00-0900,4,1,2,3,3,2,2,1,2,1,1,2,1,2,0,0,0,18,3,-9999,17,16
,,,,,,,,,,,,,,,,,,,,,,
02-12-2016T21:00:00-0900,4,1,-9999,3,4,3,2,-9999,2,1,1,2,1,2,0,0,0,18,3,-9999,19,17
,,,,,,,,,,,,,,,,,,,,,,
03-12-2016T21:00:00-0900,-9999,3,4,4,4,3,3,1,2,2,1,0,-9999,3,1,2,2,19,3,-9999,19,17
,,,,,,,,,,,,,,,,,,,,,,
04-12-2016T21:00:00-0900,-9999,3,4,5,4,4,3,3,2,3,2,2,-9999,3,2,2,0,19,3,-9999,19,17
,,,,,,,,,,,,,,,,,,,,,,
05-12-2016T21:00:00-0900,4,3,4,5,4,4,4,3,2,3,2,2,3,3,2,2,0,19,3,-9999,19,17
,,,,,,,,,,,,,,,,,,,,,,
06-12-2016T21:00:00-0900,4,3,-4,5,5,4,3,3,2,3,1,2,3,3,2,2,0,19,3,-9999,19,17
,,,,,,,,,,,,,,,,,,,,,,
07-12-2016T21:00:00-0900,4,3,5,5,6,5,4,3,2,3,1,2,3,3,5,2,0,20,3,-9999,20,18
,,,,,,,,,,,,,,,,,,,,,,
08-12-2016T21:00:00-0900,5,3,5,5,6,5,4,3,2,3,1,2,4,3,3,2,0,20,3,-9999,20,18
,,,,,,,,,,,,,,,,,,,,,,
09-12-2016T21:00:00-0900,-9999,3,5,5,6,5,4,3,2,3,1,0,4,3,3,2,0,21,-9999,-9999,21,18
,,,,,,,,,,,,,,,,,,,,,,
10-12-2016T21:00:00-0900,5,3,5,5,6,5,4,-9999,2,3,1,1,4,3,2,2,0,-9999,-9999,-9999,21,18
,,,,,,,,,,,,,,,,,,,,,,
11-12-2016T21:00:00-0900,5,3,4,5,6,5,4,3,2,3,1,0,3,3,2,2,0,21,-9999,-9999,21,19
,,,,,,,,,,,,,,,,,,,,,,
12-12-2016T21:00:00-0900,5,3,4,5,6,5,4,3,2,3,1,0,3,3,2,2,0,20,4,-9999,21,19
,,,,,,,,,,,,,,,,,,,,,,
13-12-2016T21:00:00-0900,5,3,-4,5,6,5,4,3,2,3,1,0,3,3,2,1,0,20,4,-9999,21,19
,,,,,,,,,,,,,,,,,,,,,,
14-12-2016T21:00:00-0900,5,3,4,5,6,4,2,3,2,3,1,0,3,3,1,1,0,21,4,-9999,21,19
,,,,,,,,,,,,,,,,,,,,,,
15-12-2016T21:00:00-0900,-9999,3,3,5,6,4,2,3,1,3,1,0,3,3,1,1,0,21,4,-9999,21,18
,,,,,,,,,,,,,,,,,,,,,,
16-12-2016T21:00:00-0900,-9999,3,4,5,6,4,1,3,1,2,1,1,3,3,1,0,0,20,4,-9999,21,-9999
,,,,,,,,,,,,,,,,,,,,,,
17-12-2016T21:00:00-0900,-9999,3,4,3,6,4,1,2,0,2,1,0,2,3,0,0,0,20,4,-9999,21,18
,,,,,,,,,,,,,,,,,,,,,,
18-12-2016T21:00:00-0900,-9999,4,4,-9999,7,5,3,3,0,2,1,0,2,3,1,0,0,21,4,-9999,21,18
,,,,,,,,,,,,,,,,,,,,,,
19-12-2016T21:00:00-0900,-9999,3,3,4,7,5,2,2,0,2,0,1,2,3,1,0,0,21,4,-9999,21,18
,,,,,,,,,,,,,,,,,,,,,,
20-12-2016T21:00:00-0900,-9999,1,4,3,5,3,2,1,0,0,0,0,2,3,1,0,0,21,3,-9999,21,18
,,,,,,,,,,,,,,,,,,,,,,
21-12-2016T21:00:00-0900,-9999,2,4,5,5,5,4,3,0,0,1,0,3,4,1,0,3,21,3,-9999,21,18
,,,,,,,,,,,,,,,,,,,,,,
22-12-2016T21:00:00-0900,-9999,1,4,5,5,5,3,3,0,1,0,0,3,4,1,0,2,21,3,-9999,21,18
,,,,,,,,,,,,,,,,,,,,,,
23-12-2016T21:00:00-0900,-9999,1,4,6,5,5,4,3,0,1,0,0,3,4,2,0,0,21,3,-9999,21,18
,,,,,,,,,,,,,,,,,,,,,,
24-12-2016T21:00:00-0900,-9999,2,4,6,5,5,3,3,0,1,0,0,3,4,2,0,2,21,4,-9999,21,18
,,,,,,,,,,,,,,,,,,,,,,
25-12-2016T21:00:00-0900,-9999,1,4,3,4,4,3,1,0,1,0,0,2,3,1,0,0,21,4,-9999,21,18
,,,,,,,,,,,,,,,,,,,,,,
26-12-2016T21:00:00-0900,-9999,1,-9999,3,4,4,3,1,0,1,0,0,1,3,0,0,0,22,4,-9999,21,18
,,,,,,,,,,,,,,,,,,,,,,
27-12-2016T21:00:00-0900,-9999,1,2,3,4,4,3,1,0,1,0,1,1,3,0,0,0,23,4,-9999,21,18
,,,,,,,,,,,,,,,,,,,,,,
28-12-2016T21:00:00-0900,-9999,1,2,3,4,4,3,1,0,1,0,0,1,3,0,0,0,23,4,-9999,21,18
,,,,,,,,,,,,,,,,,,,,,,
29-12-2016T21:00:00-0900,-9999,2,3,4,4,5,4,3,0,1,1,5,1,3,2,2,1,23,4,-9999,23,20
,,,,,,,,,,,,,,,,,,,,,,
